timestamp,amcl_pose_x,amcl_pose_y,amcl_pose_z,amcl_pose_qx,amcl_pose_qy,amcl_pose_qz,amcl_pose_qw,odom_x,odom_y,odom_vx,odom_vy,odom_angular_z,cmd_vel_vx,cmd_vel_vy,cmd_vel_angular_z,goal_x,goal_y,goal_z,goal_qx,goal_qy,goal_qz,goal_qw
2025-08-22 11:55:14.800,-3.53385996109172,-0.5943237227752359,0.0,0.0,0.0,-0.5274105820877635,0.8496105448391319,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:14.900,-3.53385996109172,-0.5943237227752359,0.0,0.0,0.0,-0.5274105820877635,0.8496105448391319,-2.57283370091001,-0.22491021031413658,0.2684210526448183,0.0,-1.0000000000636484,0.2684210526315789,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.000,,,,,,,,-2.572127818930348,-0.2302319313305123,0.26842105262705473,0.0,-1.0000000000809786,0.2526315789473684,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.100,-3.4976833630481576,-0.6289057961758638,0.0,0.0,0.0,-0.5997127695721584,0.8002153422748725,-2.5710908230890768,-0.24036251949618168,0.2526315789404876,0.0,-1.0000000000809788,0.2842105263157894,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.200,-3.4976833630481576,-0.6289057961758638,0.0,0.0,0.0,-0.5997127695721584,0.8002153422748725,-2.5702514141786166,-0.25675039596454313,0.28421052630953625,0.0,-1.0000000000797409,0.2842105263157894,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.300,,,,,,,,-2.570389997493429,-0.2737999065503137,0.28421052630953625,0.0,-1.0000000000797407,0.2684210526315789,0.0,-0.9487179487179487,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.400,,,,,,,,-2.5714796764185732,-0.29005494489137174,0.2759210524795108,0.0,-1.0000000000042302,0.29999999999999993,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.500,,,,,,,,-2.572850165669761,-0.3017924243811791,0.29999999999397176,0.0,-1.0000000000921194,0.29999999999999993,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.600,-3.476656440290031,-0.7083870657814604,0.0,0.0,0.0,-0.7135999966521149,0.7005533846739316,-2.5747131485311705,-0.31364665417509147,0.3000000000067615,0.0,-0.8974359158539107,0.29999999999999993,0.0,-0.8974358974358974,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.700,-3.476656440290031,-0.7083870657814604,0.0,0.0,0.0,-0.7135999966521149,0.7005533846739316,-2.578326167449376,-0.33127739185757293,0.29999999999397176,0.0,-1.0000000000921194,0.29999999999999993,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.800,,,,,,,,-2.5813016713191517,-0.34290181346637044,0.2999999999941494,0.0,-1.0000000000933575,0.29999999999999993,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:15.900,,,,,,,,-2.5864440863332177,-0.35961309647092765,0.2842105263123784,0.0,-0.6923076923933685,0.2842105263157894,0.0,-0.6923076923076921,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.000,,,,,,,,-2.592194433802306,-0.37566563328019964,0.2842105263132666,0.0,-0.6923076923698489,0.2842105263157894,0.0,-0.6923076923076921,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.100,,,,,,,,-2.5964458981265186,-0.3863550592314052,0.29568947353872943,0.0,-0.6410256410223537,0.29999999999999993,0.0,-0.6410256410256407,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.200,,,,,,,,-2.6011657905747017,-0.397387520676474,0.29999999999787974,0.0,-0.58974358978503,0.29999999999999993,0.0,-0.5897435897435894,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.300,-3.4906318416759303,-0.8001966423983543,0.0,0.0,0.0,-0.7960827676784175,0.6051877617776741,-2.606148313320722,-0.4083039207009779,0.2999999999977021,0.0,-0.589743589786268,0.29999999999999993,0.0,-0.5897435897435894,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.400,-3.4906318416759303,-0.8001966423983543,0.0,0.0,0.0,-0.7960827676784175,0.6051877617776741,-2.614014336405391,-0.42428229199918593,0.28421052633742505,0.0,-0.5384615386281687,0.2842105263157894,0.0,-0.5384615384615381,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.500,,,,,,,,-2.619319493751243,-0.43433670926434265,0.28421052631344423,0.0,-0.5384615385006671,0.2842105263157894,0.0,-0.5384615384615381,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.600,,,,,,,,-2.6278970348346737,-0.4495762636595194,0.29999999999787974,0.0,-0.5384615385130458,0.29999999999999993,0.0,-0.5384615384615381,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.700,,,,,,,,-2.6372167232016417,-0.4649749109356978,0.2999999999977021,0.0,-0.487179487215066,0.29999999999999993,0.0,-0.48717948717948684,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.800,,,,,,,,-2.64368111288809,-0.4750846640996376,0.29999999999787974,0.0,-0.4871794872163039,0.29999999999999993,0.0,-0.48717948717948684,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:16.900,,,,,,,,-2.650225208004921,-0.48489723216779435,0.28421052633600397,0.0,-0.4358974360767728,0.2842105263157894,0.0,-0.43589743589743557,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.000,,,,,,,,-2.660193979637648,-0.49915024511131584,0.29999999999787974,0.0,-0.38461538464510203,0.29999999999999993,0.0,-0.28205128205128177,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.100,,,,,,,,-2.6708346064081177,-0.5136688116453875,0.29999999999787974,0.0,-0.28205128207637575,0.29999999999999993,0.0,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.200,-3.538831196816199,-0.948322198896666,0.0,0.0,0.0,-0.8564071599193182,0.5163010521381178,-2.6817311011920126,-0.5279956084408984,0.29999999999983373,0.0,-0.33333333335950105,0.29999999999999993,0.0,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.300,-3.538831196816199,-0.948322198896666,0.0,0.0,0.0,-0.8564071599193182,0.5163010521381178,-2.6928977020401437,-0.542112919391623,0.29999999999787974,0.0,-0.2820512820739,0.29999999999999993,0.0,-0.28205128205128177,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.400,,,,,,,,-2.704306156478052,-0.5560355199434156,0.29999999999983373,0.0,-0.33333333335950105,0.29999999999999993,0.0,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.500,,,,,,,,-2.712058564799232,-0.5651951068282602,0.29999999999983373,0.0,-0.33333333335950105,0.29999999999999993,0.0,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.600,,,,,,,,-2.7239144315266546,-0.5787386523125739,0.2999999999996561,0.0,-0.33333333336073895,0.29999999999999993,0.0,-0.33333333333333304,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.700,,,,,,,,-2.7360360734247444,-0.5920456828679558,0.2999999999996561,0.0,-0.2307692307895369,0.29999999999999993,0.0,-0.2307692307692305,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.800,,,,,,,,-2.74836166012368,-0.6051634088990543,0.2999999999996561,0.0,-0.23076923078953696,0.29999999999999993,0.0,-0.2307692307692305,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:17.900,,,,,,,,-2.7608744351149603,-0.618102641347917,0.2999999999977021,0.0,-0.28205128207513785,0.29999999999999993,0.0,-0.28205128205128177,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:18.000,,,,,,,,-2.773600960406488,-0.6308316562952617,0.2999999999977021,0.0,-0.28205128207513785,0.29999999999999993,0.0,-0.28205128205128177,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:18.100,,,,,,,,-2.7865410671805115,-0.6433434868648675,0.2999999999977021,0.0,-0.28205128207513785,0.29999999999999993,0.0,-0.28205128205128177,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:18.200,,,,,,,,-2.7996602401360926,-0.655668450198847,0.29999999999983373,0.0,-0.1794871794915572,0.29999999999999993,0.0,-0.17948717948717924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-08-22 11:55:18.300,,,,,,,,-2.808479693992549,-0.6638058094224677,0.29999999999983373,0.0,-0.1794871794915572,0.29999999999999993,0.0,-0.17948717948717924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
