timestamp,initialpose_x,initialpose_y,initialpose_z,initialpose_qx,initialpose_qy,initialpose_qz,initialpose_qw,amcl_pose_x,amcl_pose_y,amcl_pose_z,amcl_pose_qx,amcl_pose_qy,amcl_pose_qz,amcl_pose_qw,odom_x,odom_y,odom_vx,odom_vy,odom_angular_z,cmd_vel_vx,cmd_vel_vy,cmd_vel_angular_z
2025-08-08 12:33:28.100,,,,,,,,2.9527587209055035,-0.06785722794682361,0.0,0.0,0.0,0.008076643999885107,0.9999673833789275,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.200,,,,,,,,2.9527587209055035,-0.06785722794682361,0.0,0.0,0.0,0.008076643999885107,0.9999673833789275,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:28.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:29.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:30.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:31.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:32.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:33.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:34.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.400,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.500,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.600,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.700,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.800,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:35.900,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:36.000,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:36.100,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:36.200,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
2025-08-08 12:33:36.300,,,,,,,,,,,,,,,3.2085973080176706,-0.2402448704526695,0.0,0.0,0.0,,,
