x,y,yaw,v,omega
-0.03337497090755612,0.02463674709252216,-0.11486777186434571,8.053401050435092e-194,0.0
0.004251861115954854,0.018771217259482678,0.18007820094049415,1.0709766956959722e-107,0.0
0.05405723792908181,0.03498691832776209,0.38655672572383604,1.233032854642458e-64,0.0
0.09875197124660896,0.06715036849667666,0.5889190063353342,2.636289042435447e-294,0.0
0.18240310488957978,0.11558088687853557,0.8781996291747947,4.749944113639796e-211,0.0
0.22431074543956736,0.18036993697412015,1.091767350100889,1.9311092494592748e-142,0.0
0.2747819376223357,0.2809386663092661,1.297391210090837,7.275569069363675e-293,0.0
0.3194740021502534,0.529594985419391,1.3899929778552527,2.5519739324434057e-54,0.0
0.36714975785447024,0.6754183436902598,1.1830975843984732,4.45894792393051e-184,0.0
0.42486504029859373,0.7703326548508789,0.9627901618022401,1.1006257062935417e-74,0.0
0.49406747421991243,0.8657398059085311,0.775630928646253,2.001989551950827e-229,0.0
0.5806816933552424,0.9403086558463056,0.5494064563250357,1.9692804374796255e-109,0.0
0.7104973872193978,0.993357344851619,0.3069620653547706,3.6114399971146384e-264,0.0
0.9121928491721145,1.0450161531722337,0.07191378390438599,8.40321740119913e-68,0.0
1.146766861436287,1.0292153010632423,-0.07251756626857088,3.052669293623857e-98,0.0
1.4014952416543605,1.0120292244439775,-0.0932848281445781,2.0716250446714382e-136,0.0
1.6590566923084438,0.9966871010827174,-0.023832286408487485,2.8010968401398663e-139,0.0
1.9177691212910213,0.9997159054976493,0.03535506314080024,7.301973349186718e-171,0.0
2.1710908628517527,1.0067697624680454,-0.004235584603181588,4.153621858217535e-194,0.0
2.4107894879786342,1.0129792141314455,-0.07575886657078937,4.104361831016171e-225,0.0
2.665063383117644,0.9940649755421763,-0.08684356875474653,1.402641223802269e-259,0.0
2.89790751303366,0.9929213719935454,-0.011927513716356723,1.608724141845331e-280,0.0
3.132265018509426,1.0084550344776055,0.004397640069727761,1.7519221739122523e-30,0.0
3.392252577193215,1.0312069641789667,-0.04618949227456744,1.3520122992683725e-56,0.0
3.6558333073711315,1.0091264999717862,-0.11043816972683698,8.164805632236155e-41,0.0
3.9023996585239558,0.9759670658793833,-0.15275068436180922,3.3054993114325808e-183,0.0
3.9569607057236666,0.9688134092046475,0.10327649758474321,2.6138396057475863e-141,0.0
3.961409617893571,0.9711447019436136,0.39945556046029873,3.837087836926987e-49,0.0
3.9652491299696444,0.9785156864052182,0.6084831801820927,2.889270912691222e-253,0.0
3.9717992637725437,0.9851886258141539,0.8063172798570942,3.476858838308561e-208,0.0
3.986045524337005,0.9677843181898835,1.0087585171752098,1.9451919019506478e-140,0.0
4.002839065731648,0.9508271050677112,1.1955367053489674,2.2288254130007372e-97,0.0
4.000317126736487,0.9513541943032232,1.3957399400881807,7.481261572561683e-51,0.0
3.9977340026205868,0.9485040766736487,1.6828971457797073,2.1461998391676774e-223,0.0
3.995831182977807,0.9534524751781597,1.979849390687317,3.346114647109109e-152,0.0
3.996299206649053,0.941889189182481,2.1946262278026314,8.065490536974969e-72,0.0
3.990664709295671,0.9441526897924628,2.4286383412757053,3.4345400314486605e-239,0.0
3.99748561462091,0.949639618129789,2.654622168050123,1.5941102272793747e-98,0.0
3.9986294971107257,0.9724801973912723,2.8760347964346775,7.116604570139542e-142,0.0
